text,predicted_sentiment
"SAMOA INDEX: Refers to an environmental vulnerability index for Samoa. Development of a vulnerability index for the environment which could be calculated on the scale of entire states for the purpose of ranking them and providing a single-figure expression of their relative environmental vulnerabilities. This work was done in response to a call made in the Barbados Plan of Action, the Alliance of Small Island States (AOSIS) and an increasing awareness that small island developing states face disadvantages to their development associated with their remoteness, small size, dispersion, economic conditions, and limited natural resources. In the past vulnerability indices have been developed which describe the risks associated with economic and social conditions, climate change, sea-level rise, natural disasters and anthropogenic impacts. Most of these indices describe the vulnerability of human systems; there have been very limited attempts to describe effects on the environment. Human systems and the environment are dependent on one another so that risks to the environment of a state will eventually translate into risks to humans. This is the first attempt to construct an index that focuses on the vulnerability of the environment. An Environmental Vulnerability Index (the EVI) was constructed, based on a theoretical framework that identified three aspects of vulnerability: risks to the environment (natural and anthropogenic), the innate ability of the environment to cope with the risks (resilience) and ecosystem integrity (the health or condition of the environment as a result of past impacts). These three aspects correspond to three sub-indices, the REI, IRI and EDI, which are the Risk Exposure sub-Index, Intrinsic Resilience sub-Index and Environmental Degradation sub- Index respectively. The EVI was calculated as a weighted average of scores allocated in the range of 0-7 derived from a total of 57 indicators. A preliminary EVI was calculated for three countries, Australia, Fiji and Tuvalu. The preliminary EVI value for Tuvalu was the highest of the three countries indicating that its environment is the most vulnerable. The score obtained for Fiji was intermediate in value, and that for Australia was the lowest, though the difference between Fiji and Australia was relatively smaller than that between Fiji and Tuvalu. There were similar levels of risk in each of the countries, the most degradation in Australia and the least intrinsic resilience in Tuvalu. These results, though promising are only preliminary because the EVI requires refinement and there was insufficient time to collect all of the required data from all of the countries and because there were some inconsistencies in the quality of the data. We expect that each of these problems can be overcome. The EVI developed here will require further refinement before it becomes fully operational. The results show that it is possible to obtain a single figure measure of vulnerability and that data which were previously thought to be difficult to obtain can be obtained. The methodology selected in the computation of the index can produce results which could have operational usefulness for ranking countries according to their environmental vulnerabilities. It is envisaged that the EVI would be recalculated every 5 years to provide updates on the vulnerability status of countries. This index highlights the need for governments to upgrade their collection and collation of environmental statistics. In addition, the breakdown of results into meteorological, geological, anthropogenic, and other categories of risk highlights areas of concern for environmental action.",positive
"GULLY: A landform created by running water eroding sharply into soil, typically on a hillside.",positive
HURRICANES (N. ATLANTIC/E. PACIFIC): null,negative
SUBTROPICAL STORM MOTION: Change in Subtropical Storm position with respect to time.,positive
"CYCADS: Division Cycadophyta. Plants  resembling palms with a ligneous trunk, stiff evergreen pinnate leaves.",negative
CLOUD MIDLAYER TEMPERATURE: Atmospheric temperature observed at the middle of a cloud layer.,negative
DRAINAGE DIRECTION: Direction in which standing water is removed from am area.,negative
DRAINAGE: Pertaining to the process/method that water discharges out of an aquifer.,negative
"LAKE LEVELS: Lake level fluctuations can provide important evidence for paleoclimatic conditions, particulary in arid and semiarid areas. Lake levels are particularly sensitive to changes in hydrologic balance due to climatic fluctuations. Lakes may develop and expand if there is an abundance of precipitation and will recede and even dry up (due to evaporation) during prolonged droughts. Lake sediment cores are often drilled to provide stratigraphic clues to past climate conditions.",negative
"FIRE MODELS: Calculation method that describes a system or process related to fire development, including fire dynamics and the effects of fire.",negative
AEROSOL EXTINCTION: Fractional energy removed from incident beam by scattering plusabsorption; wavelength dependent.,negative
"MARSHES: Pertaining to the environment of dense grasses (typically salt-tolerant cordgrasses of the genus Spartina) growing on broad, flat coastal areas, characterized by muddy substrate and periodic tidal draining and flooding.",negative
ISOLATION FOREST: Isolation Forest is an unsupervised ML method that is used for anomaly detection.,positive
"LAND PRODUCTIVITY: The rate of production, especially of food, by the utilization of solar energy by producer organisms.",positive
CARCINOGENS: The measure of water quality based on the presence of carcinogens.,negative
"APICULTURE: Any measure related to the science and art of studying and using honey beesfor human benefit.     Includes management systems, products, diseases ofbees, and others.",positive
SNOW MELT: Pertaining to the rate and extent of melting snow pack(s).,positive
BIOCHEMICAL OXYGEN DEMAND (BOD): The amount of dissolved oxygen needed (i.e. demanded) by aerobic biological organisms to break down organic material present in a given water sample at certain temperature over a specific time period. The BOD value is most commonly expressed in milligrams of oxygen consumed per litre of sample during 5 days of incubation at 20 °C and is often used as a surrogate of the degree of organic pollution of water.,negative
LUSTER: The way light reflects off the surface of a mineral.,positive
"FIRST FREEZE/FROST DATE: First frost is first occurrence of 36°F temperature, first freeze was based on the first occurrence of 32°F temperature.",positive
"PILEUS: 'Appearance: Resembles the top of a mushroom or a smooth cap.Occurrence: Occasional. Found above rapidly growing cumulus or cumulonimbus clouds as a result of warm updrafts formed during a thunderstorm.Conditions: Caused by rapid, relatively strong, upward movements of warm moist air, which acts as a barrier. Air approaching the top of the cloud is forced to move up and around it. The air forced upward, cools and forms the cloud cap.Location: Pileus clouds form in conjunction with strong convective clouds and are associated with the cumulus cloud that lies beneath. These occur in areas with strong heating and lots of moisture close to the ground. This means that they commonly occur over land in areas like the eastern United States and Australia (more likely over the Great Dividing Range and in the northern parts during monsoon season) during spring and summer.  Australian Geographic",positive
HOURLY PRECIPITATION AMOUNT: The amount of precipitation collected and measured per hour at a weather observing site.,positive
